YearBuilt,BuildingArea,Price,Bedroom2,Rooms,Car,Landsize,Type=h,Type=t,Type=u,Regionname=Eastern Metropolitan,Regionname=Eastern Victoria,Regionname=Northern Metropolitan,Regionname=Northern Victoria,Regionname=South-Eastern Metropolitan,Regionname=Southern Metropolitan,Regionname=Western Metropolitan,Regionname=Western Victoria,pca1,pca2
2005.0,190.0,1350000.0,3.0,3.0,2.0,214.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,362883.81777615566,-249.64678117462543
2009.0,94.0,750000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-237116.20938190143,-379.7589062930513
1960.0,108.6,1172500.0,2.0,2.0,1.0,195.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,185383.81502879612,-244.46331973868456
1960.0,108.6,441000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-546116.2046540137,-335.91537744478757
1890.0,97.0,1310000.0,2.0,2.0,2.0,238.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,322883.820524608,-221.1285992567203
1880.0,110.0,1200000.0,3.0,3.0,1.0,113.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,212883.8046911801,-330.4188927013215
1890.0,105.0,1176500.0,2.0,3.0,1.0,138.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,189383.8081145369,-302.1389402416357
1960.0,108.6,955000.0,3.0,3.0,0.0,183.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-32116.18432958675,-225.67674015982783
1985.0,73.0,890000.0,2.0,2.0,1.0,150.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-97116.18998284233,-249.83890265004644
1900.0,135.0,1330000.0,4.0,4.0,2.0,780.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,342883.89796180633,318.4365999744396
2010.0,169.0,900000.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-87116.20842506405,-400.1653953818686
1970.0,60.0,500000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-487116.2071453431,-344.7874540152841
2013.0,135.0,1100000.0,2.0,2.0,1.0,124.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,112883.80570764154,-304.85181346604105
1900.0,85.0,1315000.0,2.0,2.0,0.0,147.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,327883.8070229583,-312.95261463614133
1960.0,108.6,426000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-561116.2044930053,-333.7922552979205
2012.0,174.0,1447500.0,3.0,3.0,1.0,166.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,460383.80927106505,-311.6125767992675
1970.0,50.0,457000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-530116.2070298003,-338.81181217533384
1920.0,128.0,1135000.0,2.0,2.0,2.0,98.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,147883.8031469956,-335.9787642678063
1960.0,108.6,1542000.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,554883.7835335302,-491.74892120425085
1971.3845535336436,18.0,1290000.0,3.0,3.0,2.0,147.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,302883.8036603438,-310.0711045306331
1950.0,124.0,1290000.0,3.0,3.0,1.0,168.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,302883.8106730898,-287.9335301492811
2013.0,50.0,470000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-517116.2079677588,-340.60639609149496
1900.0,91.0,1180000.0,2.0,2.0,0.0,162.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,192883.81079656028,-278.77966343508183
1998.0,128.0,1195000.0,3.0,3.0,1.0,120.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,207883.8041621561,-322.3895690360205
1900.0,82.0,1012500.0,2.0,2.0,0.0,182.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25383.81510832307,-235.17134193447046
1930.0,81.0,1030000.0,2.0,2.0,1.0,172.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42883.81291739009,-247.62650291160674
2016.0,225.0,840000.0,3.0,3.0,1.0,303.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-147116.16318303457,-88.07155978835893
1965.0,145.0,730000.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-257116.2065912303,-376.41384999218326
1965.0,145.0,770000.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-217116.20702058662,-382.07550905049504
1950.0,84.0,603000.0,2.0,2.0,1.0,272.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-384116.16864815354,-87.14024267523804
2009.0,134.0,700000.0,3.0,3.0,2.0,239.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-287116.17372056184,-133.25628217098608
1980.0,116.0,600000.0,2.0,3.0,1.0,290.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-387116.1655285575,-68.33371927016474
2011.0,86.0,500000.0,2.0,2.0,1.0,168.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-487116.18329100835,-176.46924812240943
1960.0,108.6,720000.0,2.0,3.0,1.0,620.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-267116.120107102,244.55887408591352
1950.0,127.0,785000.0,3.0,4.0,2.0,597.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-202116.12323088513,212.55268313545213
2015.0,90.0,450000.0,2.0,2.0,1.0,110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-537116.1908795169,-227.3404684635694
2013.0,73.0,515000.0,2.0,2.0,1.0,141.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-472116.18774907105,-205.73110468547327
2012.0,94.0,530000.0,2.0,2.0,1.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-457116.19013321894,-228.6238093648239
1950.0,105.0,805000.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-182116.20849547948,-387.4837759915052
1993.0,130.0,752000.0,3.0,3.0,1.0,265.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-235116.17044911964,-114.67932589960448
1960.0,108.6,440000.0,2.0,2.0,1.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-547116.1775330142,-143.78440950064936
1960.0,108.6,755000.0,3.0,5.0,2.0,596.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-232116.1238686785,215.6083878146633
2009.0,133.0,700000.0,3.0,3.0,2.0,165.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-287116.18420314265,-207.26272008615086
1960.0,113.0,830000.0,3.0,3.0,2.0,971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-157116.07157715198,580.0170455350299
2003.0,143.2,462500.0,2.0,2.0,1.0,164.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-524616.181334563,-174.5426589896584
1960.0,108.6,670000.0,3.0,3.0,2.0,657.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-317116.11434526584,288.6346458438738
1975.0,100.0,675000.0,2.0,2.0,1.0,612.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-312116.1213291447,242.84979811851971
1960.0,108.6,910000.0,3.0,3.0,1.0,775.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-77116.10026115963,372.65702620441516
1980.0,192.0,810000.0,3.0,3.0,2.0,555.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-177116.12774830303,167.76040283984386
1995.0,126.0,715000.0,3.0,3.0,2.0,422.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-272116.1480587533,47.50737279222843
1960.0,108.6,790000.0,3.0,3.0,3.0,614.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-197116.12170425055,228.65274927526318
2010.0,101.0,540000.0,2.0,3.0,1.0,161.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-447116.1841723002,-188.96650896731518
1960.0,102.0,825000.0,3.0,3.0,1.0,293.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-162116.16763063765,-97.35528464762619
1975.0,113.0,685000.0,3.0,3.0,1.0,579.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-302116.12564644415,208.5799266702679
1960.0,108.6,805000.0,3.0,3.0,1.0,623.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-182116.12059513875,235.52817285723128
1988.3000000000002,76.0,510000.0,2.0,2.0,1.0,141.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-477116.1871334465,-205.0166232524715
1960.0,108.6,612000.0,3.0,3.0,1.0,212.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-375116.1765530159,-148.1291981221289
1960.0,108.6,662000.0,3.0,3.0,2.0,612.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-325116.12061299174,244.76972846549444
1960.0,108.6,978000.0,4.0,4.0,2.0,532.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-9116.13529860693,120.04853918819764
1960.0,108.6,720000.0,3.0,3.0,1.0,585.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-267116.12504801643,209.5615212623307
1960.0,108.6,765000.0,4.0,4.0,2.0,509.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-222116.13625967858,127.19827964324186
1975.0,146.0,900000.0,4.0,4.0,3.0,628.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-87116.11989706765,227.5091734566742
1900.0,82.0,1275000.0,2.0,2.0,0.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,287883.80353725894,-334.3222681885855
1960.0,108.6,1455000.0,2.0,2.0,0.0,159.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,467883.80691372167,-320.4471169334068
1890.0,198.0,2850000.0,3.0,3.0,0.0,211.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1862883.8036624005,-464.9936699579885
1890.0,133.0,1850000.0,3.0,3.0,0.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,862883.8004386504,-407.15961528974464
1900.0,81.0,1436000.0,2.0,2.0,0.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,448883.8031865671,-347.1220186587103
1900.0,135.6,1110000.0,1.0,2.0,0.0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,122883.8109658901,-283.3825479611204
1960.0,108.6,1550000.0,2.0,2.0,1.0,167.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,562883.8070238282,-325.89359417519194
1880.0,180.0,2300000.0,4.0,4.0,1.0,153.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1312883.800944555,-445.34871085123956
1960.0,108.6,1550000.0,3.0,3.0,2.0,718.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,562883.8848215308,225.0737478096734
1996.0,159.0,1800000.0,3.0,3.0,1.0,132.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,812883.800467738,-395.68528318118064
1900.0,107.0,2120000.0,2.0,2.0,1.0,199.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1132883.8064825758,-374.65515620757907
1960.0,108.6,1800000.0,3.0,3.0,1.0,253.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,812883.8164843654,-275.28319343856487
1900.0,122.0,1800000.0,3.0,3.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,812883.795045833,-438.18977167374834
1960.0,108.6,1810000.0,2.0,2.0,0.0,240.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,822883.8145396587,-289.6992925338481
1880.0,181.0,2615000.0,3.0,3.0,1.0,177.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1627883.8009848183,-465.9258085193215
1960.0,108.6,1300000.0,3.0,3.0,0.0,129.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,312883.8043433301,-328.50532725459203
2000.0,85.0,1370000.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,382883.7838233388,-467.6208475388245
1960.0,108.6,1000000.0,2.0,2.0,0.0,288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12883.830011295591,-127.05363080032456
1960.0,108.6,2575000.0,3.0,3.0,1.0,228.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1587883.8046358095,-409.97630946559997
1890.0,98.0,1322500.0,2.0,2.0,0.0,149.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,335383.8078587068,-311.88244855026676
1890.0,83.0,1562500.0,2.0,2.0,0.0,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,575383.8036363939,-354.01633590703136
1900.0,147.0,2000000.0,3.0,3.0,1.0,211.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1012883.8108442454,-345.2314268546801
1900.0,135.6,1900000.0,3.0,3.0,0.0,209.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,912883.8112423036,-333.2025697554965
1910.0,254.0,2800000.0,4.0,4.0,1.0,327.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1812883.8221365975,-341.2872238312434
1960.0,108.6,647000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-340116.2068631828,-365.0719733293172
1900.0,123.0,2100000.0,2.0,3.0,1.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1112883.796095062,-450.6435946726342
1890.0,131.0,2000000.0,3.0,3.0,1.0,238.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1012883.8142909929,-318.4190318445838
1970.0,34.0,442500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-544616.2074251155,-336.9353750191522
1960.0,108.6,1340000.0,2.0,2.0,0.0,136.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,352883.80490072694,-327.16844117122633
1960.0,108.6,1801000.0,3.0,3.0,1.0,202.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,813883.809272888,-326.4216173304033
1960.0,108.6,1532000.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,544883.7836397173,-490.3346120829996
1880.0,145.0,2140000.0,3.0,4.0,1.0,183.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1152883.8056914315,-393.0880675750021
1960.0,108.6,1750000.0,2.0,2.0,1.0,162.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,762883.8041710913,-359.20158382119973
1890.0,68.0,980000.0,2.0,2.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7116.199381595823,-333.7290579053111
1960.0,108.6,2030000.0,3.0,3.0,0.0,152.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1042883.7997549707,-408.83201103831533
1890.0,134.0,1740000.0,3.0,3.0,2.0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,752883.8043370524,-372.5793487539891
1960.0,108.6,2800000.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1812883.770029121,-669.8092042314813
1900.0,54.0,985000.0,1.0,1.0,0.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2116.1998223491687,-332.58080407599385
2013.0,117.8,1110000.0,3.0,3.0,2.0,208.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,122883.81686981303,-222.4594213390127
1960.0,108.6,1492000.0,3.0,3.0,2.0,411.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,504883.8420984627,-73.6975463456114
1925.0,203.0,1717500.0,4.0,4.0,1.0,599.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,730383.8701244713,83.37169756213845
1960.0,60.0,525500.0,2.0,2.0,1.0,88.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-461616.1948085672,-260.41271202148897
2004.0,140.0,805000.0,2.0,2.0,3.0,155.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-182116.1864094572,-232.05323023755503
1960.0,108.6,465000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-522116.20491004357,-339.31134592522324
1960.0,108.6,2000000.0,3.0,3.0,2.0,686.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1012883.8754731754,129.38257310852907
1960.0,108.6,1540000.0,3.0,3.0,2.0,592.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,552883.8671388151,100.49739841547121
1960.0,108.6,820000.0,2.0,2.0,1.0,183.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-167116.18288261894,-206.5697566949035
1970.0,112.0,1830000.0,4.0,4.0,2.0,606.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,842883.8659356683,73.49838138023726
2008.0,271.0,2100000.0,4.0,4.0,2.0,575.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1112883.8634314646,6.067121141043313
2010.0,131.0,865000.0,3.0,3.0,1.0,180.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-122116.1839436757,-215.63897994980277
1960.0,60.0,390000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-597116.2057789349,-329.22846259976194
1960.0,108.6,650000.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-337116.20689728507,-365.4979003672711
1965.0,61.0,512000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-475116.2071468678,-346.4802757608769
1960.0,108.6,1165000.0,3.0,3.0,2.0,979.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,177883.92580496732,540.5517951215024
1930.0,272.0,1900000.0,4.0,4.0,2.0,556.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,912883.8643783518,15.305085595301069
1960.0,108.6,1485000.0,3.0,3.0,0.0,597.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,497883.8684345361,113.28096986592563
1920.0,210.0,1950000.0,4.0,4.0,3.0,589.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,962883.8665514671,40.53626447378774
2015.0,242.0,520000.0,3.0,3.0,1.0,352.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-467116.1522252724,6.404460115225782
2013.0,125.0,720000.0,2.0,2.0,2.0,292.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-267116.1668379578,-83.18580332346428
1930.0,120.0,1120000.0,3.0,3.0,2.0,506.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,132883.8604543135,74.0434596992292
1955.0,94.0,630000.0,2.0,3.0,2.0,311.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-357116.1631796404,-51.84891598963067
1960.0,108.6,406000.0,2.0,2.0,1.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-581116.1950993245,-265.96423590409097
1955.0,123.0,660000.0,3.0,3.0,1.0,602.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-327116.1214149143,235.20553031569233
1960.0,108.6,683500.0,3.0,3.0,1.0,530.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-303616.1324217365,159.7311472541003
1988.0,93.0,580000.0,2.0,2.0,1.0,225.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-407116.1754336688,-130.74363360120518
1997.0,136.8,800000.0,3.0,3.0,2.0,280.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-187116.16868586474,-106.39492918999343
1990.0,76.0,510000.0,2.0,2.0,1.0,127.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-477116.18914168625,-219.0139703758071
1960.0,108.6,1070000.0,4.0,4.0,2.0,695.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82883.8867280146,270.0167593091207
1980.0,57.0,425000.0,2.0,2.0,2.0,115.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-562116.1903920376,-219.2005981848698
1960.0,108.6,605000.0,3.0,3.0,2.0,230.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-382116.1739369654,-129.13959701323432
1957.4,152.0,705000.0,3.0,3.0,2.0,197.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-282116.1781261785,-175.8186620162649
1965.0,65.0,391000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-596116.2057102923,-329.30977492992577
1960.0,108.6,440000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-547116.2046416957,-335.7726727114939
1950.0,130.0,845000.0,4.0,4.0,2.0,745.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-142116.10287454264,352.08453950519333
2000.0,176.0,743000.0,3.0,3.0,2.0,211.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-244116.17652174854,-166.88998622756574
